"COUNTRY","Country","SERIES","Series","PERIOD","Pay period","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"JPN","Japan","EXR","In 2014 constant prices at 2014 USD exchange rates","H","Hourly","2014","2014","USD","US Dollar","0","units",,,7.21,,
"TUR","Turkey","PPP","In 2014 constant prices at 2014 USD PPPs","A","Annual","2010","2010","USD","US Dollar","0","units",,,10115,,
"TUR","Turkey","PPP","In 2014 constant prices at 2014 USD PPPs","A","Annual","2011","2011","USD","US Dollar","0","units",,,10419,,
"TUR","Turkey","PPP","In 2014 constant prices at 2014 USD PPPs","A","Annual","2012","2012","USD","US Dollar","0","units",,,10701,,
"TUR","Turkey","PPP","In 2014 constant prices at 2014 USD PPPs","A","Annual","2013","2013","USD","US Dollar","0","units",,,10898,,
"TUR","Turkey","PPP","In 2014 constant prices at 2014 USD PPPs","A","Annual","2014","2014","USD","US Dollar","0","units",,,11038,,
"HUN","Hungary","EXR","In 2014 constant prices at 2014 USD exchange rates","H","Hourly","2010","2010","USD","US Dollar","0","units",,,2.03,,
"HUN","Hungary","EXR","In 2014 constant prices at 2014 USD exchange rates","H","Hourly","2011","2011","USD","US Dollar","0","units",,,2.0799999,,
"HUN","Hungary","EXR","In 2014 constant prices at 2014 USD exchange rates","H","Hourly","2012","2012","USD","US Dollar","0","units",,,2.3399999,,
"HUN","Hungary","EXR","In 2014 constant prices at 2014 USD exchange rates","H","Hourly","2013","2013","USD","US Dollar","0","units",,,2.4300001,,
"HUN","Hungary","EXR","In 2014 constant prices at 2014 USD exchange rates","H","Hourly","2014","2014","USD","US Dollar","0","units",,,2.52,,
"BEL","Belgium","EXR","In 2014 constant prices at 2014 USD exchange rates","A","Annual","2010","2010","USD","US Dollar","0","units",,,24941,,
"BEL","Belgium","EXR","In 2014 constant prices at 2014 USD exchange rates","A","Annual","2011","2011","USD","US Dollar","0","units",,,24735,,
"BEL","Belgium","EXR","In 2014 constant prices at 2014 USD exchange rates","A","Annual","2012","2012","USD","US Dollar","0","units",,,24695,,
"BEL","Belgium","EXR","In 2014 constant prices at 2014 USD exchange rates","A","Annual","2013","2013","USD","US Dollar","0","units",,,24910,,
"BEL","Belgium","EXR","In 2014 constant prices at 2014 USD exchange rates","A","Annual","2014","2014","USD","US Dollar","0","units",,,24827,,
"GRC","Greece","PPP","In 2014 constant prices at 2014 USD PPPs","H","Hourly","2010","2010","USD","US Dollar","0","units",,,6.8000002,,
"GRC","Greece","PPP","In 2014 constant prices at 2014 USD PPPs","H","Hourly","2011","2011","USD","US Dollar","0","units",,,6.5999999,,
"GRC","Greece","PPP","In 2014 constant prices at 2014 USD PPPs","H","Hourly","2012","2012","USD","US Dollar","0","units",,,5.3000002,,
"GRC","Greece","PPP","In 2014 constant prices at 2014 USD PPPs","H","Hourly","2013","2013","USD","US Dollar","0","units",,,5.1999998,,
"GRC","Greece","PPP","In 2014 constant prices at 2014 USD PPPs","H","Hourly","2014","2014","USD","US Dollar","0","units",,,5.1999998,,
"GBR","United Kingdom","EXR","In 2014 constant prices at 2014 USD exchange rates","H","Hourly","2010","2010","USD","US Dollar","0","units",,,10.72,,
"GBR","United Kingdom","EXR","In 2014 constant prices at 2014 USD exchange rates","H","Hourly","2011","2011","USD","US Dollar","0","units",,,10.51,,
"GBR","United Kingdom","EXR","In 2014 constant prices at 2014 USD exchange rates","H","Hourly","2012","2012","USD","US Dollar","0","units",,,10.46,,
"GBR","United Kingdom","EXR","In 2014 constant prices at 2014 USD exchange rates","H","Hourly","2013","2013","USD","US Dollar","0","units",,,10.38,,
"GBR","United Kingdom","EXR","In 2014 constant prices at 2014 USD exchange rates","H","Hourly","2014","2014","USD","US Dollar","0","units",,,10.47,,
"ISR","Israel","EXR","In 2014 constant prices at 2014 USD exchange rates","H","Hourly","2010","2010","USD","US Dollar","0","units",,,6.21,,
"ISR","Israel","EXR","In 2014 constant prices at 2014 USD exchange rates","H","Hourly","2011","2011","USD","US Dollar","0","units",,,6.2199998,,
"ISR","Israel","EXR","In 2014 constant prices at 2014 USD exchange rates","H","Hourly","2012","2012","USD","US Dollar","0","units",,,6.3600001,,
"ISR","Israel","EXR","In 2014 constant prices at 2014 USD exchange rates","H","Hourly","2013","2013","USD","US Dollar","0","units",,,6.4899998,,
"ISR","Israel","EXR","In 2014 constant prices at 2014 USD exchange rates","H","Hourly","2014","2014","USD","US Dollar","0","units",,,6.46,,
"SVK","Slovak Republic","PPP","In 2014 constant prices at 2014 USD PPPs","A","Annual","2010","2010","USD","US Dollar","0","units",,,8005,,
"SVK","Slovak Republic","PPP","In 2014 constant prices at 2014 USD PPPs","A","Annual","2011","2011","USD","US Dollar","0","units",,,7935,,
"SVK","Slovak Republic","PPP","In 2014 constant prices at 2014 USD PPPs","A","Annual","2012","2012","USD","US Dollar","0","units",,,7906,,
"SVK","Slovak Republic","PPP","In 2014 constant prices at 2014 USD PPPs","A","Annual","2013","2013","USD","US Dollar","0","units",,,8047,,
"SVK","Slovak Republic","PPP","In 2014 constant prices at 2014 USD PPPs","A","Annual","2014","2014","USD","US Dollar","0","units",,,8394,,
"BEL","Belgium","PPP","In 2014 constant prices at 2014 USD PPPs","H","Hourly","2010","2010","USD","US Dollar","0","units",,,10.8,,
"BEL","Belgium","PPP","In 2014 constant prices at 2014 USD PPPs","H","Hourly","2011","2011","USD","US Dollar","0","units",,,10.7,,
"BEL","Belgium","PPP","In 2014 constant prices at 2014 USD PPPs","H","Hourly","2012","2012","USD","US Dollar","0","units",,,10.6,,
"BEL","Belgium","PPP","In 2014 constant prices at 2014 USD PPPs","H","Hourly","2013","2013","USD","US Dollar","0","units",,,10.7,,
"BEL","Belgium","PPP","In 2014 constant prices at 2014 USD PPPs","H","Hourly","2014","2014","USD","US Dollar","0","units",,,10.7,,
"NLD","Netherlands","PPP","In 2014 constant prices at 2014 USD PPPs","A","Annual","2010","2010","USD","US Dollar","0","units",,,24069,,
"NLD","Netherlands","PPP","In 2014 constant prices at 2014 USD PPPs","A","Annual","2011","2011","USD","US Dollar","0","units",,,23685,,
"NLD","Netherlands","PPP","In 2014 constant prices at 2014 USD PPPs","A","Annual","2012","2012","USD","US Dollar","0","units",,,23599,,
"NLD","Netherlands","PPP","In 2014 constant prices at 2014 USD PPPs","A","Annual","2013","2013","USD","US Dollar","0","units",,,23306,,
"NLD","Netherlands","PPP","In 2014 constant prices at 2014 USD PPPs","A","Annual","2014","2014","USD","US Dollar","0","units",,,23412,,
"ESP","Spain","PPP","In 2014 constant prices at 2014 USD PPPs","A","Annual","2010","2010","USD","US Dollar","0","units",,,14049,,
"ESP","Spain","PPP","In 2014 constant prices at 2014 USD PPPs","A","Annual","2011","2011","USD","US Dollar","0","units",,,13790,,
"ESP","Spain","PPP","In 2014 constant prices at 2014 USD PPPs","A","Annual","2012","2012","USD","US Dollar","0","units",,,13461,,
"ESP","Spain","PPP","In 2014 constant prices at 2014 USD PPPs","A","Annual","2013","2013","USD","US Dollar","0","units",,,13352,,
"ESP","Spain","PPP","In 2014 constant prices at 2014 USD PPPs","A","Annual","2014","2014","USD","US Dollar","0","units",,,13374,,
"NZL","New Zealand","EXR","In 2014 constant prices at 2014 USD exchange rates","H","Hourly","2010","2010","USD","US Dollar","0","units",,,11.33,,
"NZL","New Zealand","EXR","In 2014 constant prices at 2014 USD exchange rates","H","Hourly","2011","2011","USD","US Dollar","0","units",,,11.11,,
"NZL","New Zealand","EXR","In 2014 constant prices at 2014 USD exchange rates","H","Hourly","2012","2012","USD","US Dollar","0","units",,,11.36,,
"NZL","New Zealand","EXR","In 2014 constant prices at 2014 USD exchange rates","H","Hourly","2013","2013","USD","US Dollar","0","units",,,11.5,,
"NZL","New Zealand","EXR","In 2014 constant prices at 2014 USD exchange rates","H","Hourly","2014","2014","USD","US Dollar","0","units",,,11.66,,
"KOR","Korea","EXR","In 2014 constant prices at 2014 USD exchange rates","H","Hourly","2010","2010","USD","US Dollar","0","units",,,4.2600002,,
"KOR","Korea","EXR","In 2014 constant prices at 2014 USD exchange rates","H","Hourly","2011","2011","USD","US Dollar","0","units",,,4.3000002,,
"KOR","Korea","EXR","In 2014 constant prices at 2014 USD exchange rates","H","Hourly","2012","2012","USD","US Dollar","0","units",,,4.46,,
"KOR","Korea","EXR","In 2014 constant prices at 2014 USD exchange rates","H","Hourly","2013","2013","USD","US Dollar","0","units",,,4.6700001,,
"KOR","Korea","EXR","In 2014 constant prices at 2014 USD exchange rates","H","Hourly","2014","2014","USD","US Dollar","0","units",,,4.9499998,,
"SVN","Slovenia","EXR","In 2014 constant prices at 2014 USD exchange rates","H","Hourly","2010","2010","USD","US Dollar","0","units",,,5.7800002,,
"SVN","Slovenia","EXR","In 2014 constant prices at 2014 USD exchange rates","H","Hourly","2011","2011","USD","US Dollar","0","units",,,5.96,,
"SVN","Slovenia","EXR","In 2014 constant prices at 2014 USD exchange rates","H","Hourly","2012","2012","USD","US Dollar","0","units",,,5.9400001,,
"SVN","Slovenia","EXR","In 2014 constant prices at 2014 USD exchange rates","H","Hourly","2013","2013","USD","US Dollar","0","units",,,5.9899998,,
"SVN","Slovenia","EXR","In 2014 constant prices at 2014 USD exchange rates","H","Hourly","2014","2014","USD","US Dollar","0","units",,,6.02,,
"LUX","Luxembourg","EXR","In 2014 constant prices at 2014 USD exchange rates","H","Hourly","2010","2010","USD","US Dollar","0","units",,,14.2,,
"LUX","Luxembourg","EXR","In 2014 constant prices at 2014 USD exchange rates","H","Hourly","2011","2011","USD","US Dollar","0","units",,,14.25,,
"LUX","Luxembourg","EXR","In 2014 constant prices at 2014 USD exchange rates","H","Hourly","2012","2012","USD","US Dollar","0","units",,,14.24,,
"LUX","Luxembourg","EXR","In 2014 constant prices at 2014 USD exchange rates","H","Hourly","2013","2013","USD","US Dollar","0","units",,,14.39,,
"LUX","Luxembourg","EXR","In 2014 constant prices at 2014 USD exchange rates","H","Hourly","2014","2014","USD","US Dollar","0","units",,,14.75,,
"PRT","Portugal","PPP","In 2014 constant prices at 2014 USD PPPs","H","Hourly","2010","2010","USD","US Dollar","0","units",,,5,,
"PRT","Portugal","PPP","In 2014 constant prices at 2014 USD PPPs","H","Hourly","2011","2011","USD","US Dollar","0","units",,,4.9000001,,
"PRT","Portugal","PPP","In 2014 constant prices at 2014 USD PPPs","H","Hourly","2012","2012","USD","US Dollar","0","units",,,4.6999998,,
"PRT","Portugal","PPP","In 2014 constant prices at 2014 USD PPPs","H","Hourly","2013","2013","USD","US Dollar","0","units",,,4.6999998,,
"PRT","Portugal","PPP","In 2014 constant prices at 2014 USD PPPs","H","Hourly","2014","2014","USD","US Dollar","0","units",,,4.8000002,,
"CHL","Chile","EXR","In 2014 constant prices at 2014 USD exchange rates","H","Hourly","2010","2010","USD","US Dollar","0","units",,,1.9299999,,
"CHL","Chile","EXR","In 2014 constant prices at 2014 USD exchange rates","H","Hourly","2011","2011","USD","US Dollar","0","units",,,1.96,,
"CHL","Chile","EXR","In 2014 constant prices at 2014 USD exchange rates","H","Hourly","2012","2012","USD","US Dollar","0","units",,,2.02,,
"CHL","Chile","EXR","In 2014 constant prices at 2014 USD exchange rates","H","Hourly","2013","2013","USD","US Dollar","0","units",,,2.1300001,,
"CHL","Chile","EXR","In 2014 constant prices at 2014 USD exchange rates","H","Hourly","2014","2014","USD","US Dollar","0","units",,,2.1800001,,
"CZE","Czech Republic","PPP","In 2014 constant prices at 2014 USD PPPs","A","Annual","2010","2010","USD","US Dollar","0","units",,,7716,,
"CZE","Czech Republic","PPP","In 2014 constant prices at 2014 USD PPPs","A","Annual","2011","2011","USD","US Dollar","0","units",,,7570,,
"CZE","Czech Republic","PPP","In 2014 constant prices at 2014 USD PPPs","A","Annual","2012","2012","USD","US Dollar","0","units",,,7329,,
"CZE","Czech Republic","PPP","In 2014 constant prices at 2014 USD PPPs","A","Annual","2013","2013","USD","US Dollar","0","units",,,7415,,
"CZE","Czech Republic","PPP","In 2014 constant prices at 2014 USD PPPs","A","Annual","2014","2014","USD","US Dollar","0","units",,,7651,,
"USA","United States","PPP","In 2014 constant prices at 2014 USD PPPs","H","Hourly","2010","2010","USD","US Dollar","0","units",,,7.9000001,,
"USA","United States","PPP","In 2014 constant prices at 2014 USD PPPs","H","Hourly","2011","2011","USD","US Dollar","0","units",,,7.5999999,,
"USA","United States","PPP","In 2014 constant prices at 2014 USD PPPs","H","Hourly","2012","2012","USD","US Dollar","0","units",,,7.5,,
"USA","United States","PPP","In 2014 constant prices at 2014 USD PPPs","H","Hourly","2013","2013","USD","US Dollar","0","units",,,7.4000001,,
"USA","United States","PPP","In 2014 constant prices at 2014 USD PPPs","H","Hourly","2014","2014","USD","US Dollar","0","units",,,7.3000002,,
"PRT","Portugal","EXR","In 2014 constant prices at 2014 USD exchange rates","A","Annual","2010","2010","USD","US Dollar","0","units",,,9398,,
"PRT","Portugal","EXR","In 2014 constant prices at 2014 USD exchange rates","A","Annual","2011","2011","USD","US Dollar","0","units",,,9258,,
"PRT","Portugal","EXR","In 2014 constant prices at 2014 USD exchange rates","A","Annual","2012","2012","USD","US Dollar","0","units",,,9008,,
"PRT","Portugal","EXR","In 2014 constant prices at 2014 USD exchange rates","A","Annual","2013","2013","USD","US Dollar","0","units",,,8983,,
"PRT","Portugal","EXR","In 2014 constant prices at 2014 USD exchange rates","A","Annual","2014","2014","USD","US Dollar","0","units",,,9101,,
