"COUNTRY","Country","SERIES","Series","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"KOR","Korea","CPNCU","Current prices in NCU","2014","2014","KRW","Won","0","units",,,33226324,,
"LUX","Luxembourg","CPNCU","Current prices in NCU","2010","2010","EUR","Euro","0","units",,,54911,,
"LUX","Luxembourg","CPNCU","Current prices in NCU","2011","2011","EUR","Euro","0","units",,,55863,,
"LUX","Luxembourg","CPNCU","Current prices in NCU","2012","2012","EUR","Euro","0","units",,,56523,,
"LUX","Luxembourg","CPNCU","Current prices in NCU","2013","2013","EUR","Euro","0","units",,,58502,,
"LUX","Luxembourg","CPNCU","Current prices in NCU","2014","2014","EUR","Euro","0","units",,,59946,,
"NLD","Netherlands","CPNCU","Current prices in NCU","2010","2010","EUR","Euro","0","units",,,42708,,
"NLD","Netherlands","CPNCU","Current prices in NCU","2011","2011","EUR","Euro","0","units",,,43358,,
"NLD","Netherlands","CPNCU","Current prices in NCU","2012","2012","EUR","Euro","0","units",,,44232,,
"NLD","Netherlands","CPNCU","Current prices in NCU","2013","2013","EUR","Euro","0","units",,,45253,,
"NLD","Netherlands","CPNCU","Current prices in NCU","2014","2014","EUR","Euro","0","units",,,45659,,
"NOR","Norway","CPNCU","Current prices in NCU","2010","2010","NOK","Norwegian Krone","0","units",,,438973,,
"NOR","Norway","CPNCU","Current prices in NCU","2011","2011","NOK","Norwegian Krone","0","units",,,458626,,
"NOR","Norway","CPNCU","Current prices in NCU","2012","2012","NOK","Norwegian Krone","0","units",,,476236,,
"NOR","Norway","CPNCU","Current prices in NCU","2013","2013","NOK","Norwegian Krone","0","units",,,495426,,
"NOR","Norway","CPNCU","Current prices in NCU","2014","2014","NOK","Norwegian Krone","0","units",,,510371,,
"POL","Poland","CPNCU","Current prices in NCU","2010","2010","PLN","Zloty","0","units",,,40054,,
"POL","Poland","CPNCU","Current prices in NCU","2011","2011","PLN","Zloty","0","units",,,42050,,
"POL","Poland","CPNCU","Current prices in NCU","2012","2012","PLN","Zloty","0","units",,,43019,,
"POL","Poland","CPNCU","Current prices in NCU","2013","2013","PLN","Zloty","0","units",,,44174,,
"POL","Poland","CPNCU","Current prices in NCU","2014","2014","PLN","Zloty","0","units",,,44613,,
"PRT","Portugal","CPNCU","Current prices in NCU","2010","2010","EUR","Euro","0","units",,,16034,,
"PRT","Portugal","CPNCU","Current prices in NCU","2011","2011","EUR","Euro","0","units",,,15809,,
"PRT","Portugal","CPNCU","Current prices in NCU","2012","2012","EUR","Euro","0","units",,,15422,,
"PRT","Portugal","CPNCU","Current prices in NCU","2013","2013","EUR","Euro","0","units",,,15896,,
"PRT","Portugal","CPNCU","Current prices in NCU","2014","2014","EUR","Euro","0","units",,,15686,,
"SVK","Slovak Republic","CPNCU","Current prices in NCU","2010","2010","EUR","Euro","0","units",,,10897,,
"SVK","Slovak Republic","CPNCU","Current prices in NCU","2011","2011","EUR","Euro","0","units",,,11218,,
"SVK","Slovak Republic","CPNCU","Current prices in NCU","2012","2012","EUR","Euro","0","units",,,11475,,
"SVK","Slovak Republic","CPNCU","Current prices in NCU","2013","2013","EUR","Euro","0","units",,,11716,,
"SVK","Slovak Republic","CPNCU","Current prices in NCU","2014","2014","EUR","Euro","0","units",,,12220,,
"ESP","Spain","CPNCU","Current prices in NCU","2010","2010","EUR","Euro","0","units",,,26488,,
"ESP","Spain","CPNCU","Current prices in NCU","2011","2011","EUR","Euro","0","units",,,26673,,
"ESP","Spain","CPNCU","Current prices in NCU","2012","2012","EUR","Euro","0","units",,,26584,,
"ESP","Spain","CPNCU","Current prices in NCU","2013","2013","EUR","Euro","0","units",,,26967,,
"ESP","Spain","CPNCU","Current prices in NCU","2014","2014","EUR","Euro","0","units",,,26884,,
"SWE","Sweden","CPNCU","Current prices in NCU","2010","2010","SEK","Swedish Krona","0","units",,,344918,,
"SWE","Sweden","CPNCU","Current prices in NCU","2011","2011","SEK","Swedish Krona","0","units",,,355062,,
"SWE","Sweden","CPNCU","Current prices in NCU","2012","2012","SEK","Swedish Krona","0","units",,,364765,,
"SWE","Sweden","CPNCU","Current prices in NCU","2013","2013","SEK","Swedish Krona","0","units",,,369964,,
"SWE","Sweden","CPNCU","Current prices in NCU","2014","2014","SEK","Swedish Krona","0","units",,,377617,,
"CHE","Switzerland","CPNCU","Current prices in NCU","2010","2010","CHF","Swiss Franc","0","units",,,83697,,
"CHE","Switzerland","CPNCU","Current prices in NCU","2011","2011","CHF","Swiss Franc","0","units",,,84119,,
"CHE","Switzerland","CPNCU","Current prices in NCU","2012","2012","CHF","Swiss Franc","0","units",,,84866,,
"CHE","Switzerland","CPNCU","Current prices in NCU","2013","2013","CHF","Swiss Franc","0","units",,,85947,,
"CHE","Switzerland","CPNCU","Current prices in NCU","2014","2014","CHF","Swiss Franc","0","units",,,86812,,
"GBR","United Kingdom","CPNCU","Current prices in NCU","2010","2010","GBP","Pound Sterling","0","units",,,30964,,
"GBR","United Kingdom","CPNCU","Current prices in NCU","2011","2011","GBP","Pound Sterling","0","units",,,31257,,
"GBR","United Kingdom","CPNCU","Current prices in NCU","2012","2012","GBP","Pound Sterling","0","units",,,31850,,
"GBR","United Kingdom","CPNCU","Current prices in NCU","2013","2013","GBP","Pound Sterling","0","units",,,32277,,
"GBR","United Kingdom","CPNCU","Current prices in NCU","2014","2014","GBP","Pound Sterling","0","units",,,32936,,
"USA","United States","CPNCU","Current prices in NCU","2010","2010","USD","US Dollar","0","units",,,52418,,
"USA","United States","CPNCU","Current prices in NCU","2011","2011","USD","US Dollar","0","units",,,53846,,
"USA","United States","CPNCU","Current prices in NCU","2012","2012","USD","US Dollar","0","units",,,55311,,
"USA","United States","CPNCU","Current prices in NCU","2013","2013","USD","US Dollar","0","units",,,56049,,
"USA","United States","CPNCU","Current prices in NCU","2014","2014","USD","US Dollar","0","units",,,57139,,
"ISR","Israel","CPNCU","Current prices in NCU","2010","2010","ILS","New Israeli Sheqel","0","units",,,115696,,
"ISR","Israel","CPNCU","Current prices in NCU","2011","2011","ILS","New Israeli Sheqel","0","units",,,120297,,
"ISR","Israel","CPNCU","Current prices in NCU","2012","2012","ILS","New Israeli Sheqel","0","units",,,124205,,
"ISR","Israel","CPNCU","Current prices in NCU","2013","2013","ILS","New Israeli Sheqel","0","units",,,127038,,
"ISR","Israel","CPNCU","Current prices in NCU","2014","2014","ILS","New Israeli Sheqel","0","units",,,128605,,
"SVN","Slovenia","CPNCU","Current prices in NCU","2010","2010","EUR","Euro","0","units",,,21560,,
"SVN","Slovenia","CPNCU","Current prices in NCU","2011","2011","EUR","Euro","0","units",,,21887,,
"SVN","Slovenia","CPNCU","Current prices in NCU","2012","2012","EUR","Euro","0","units",,,21578,,
"SVN","Slovenia","CPNCU","Current prices in NCU","2013","2013","EUR","Euro","0","units",,,21992,,
"SVN","Slovenia","CPNCU","Current prices in NCU","2014","2014","EUR","Euro","0","units",,,21975,,
"EST","Estonia","CPNCU","Current prices in NCU","2010","2010","EUR","Euro","0","units",,,10743,,
"EST","Estonia","CPNCU","Current prices in NCU","2011","2011","EUR","Euro","0","units",,,10826,,
"EST","Estonia","CPNCU","Current prices in NCU","2012","2012","EUR","Euro","0","units",,,11477,,
"EST","Estonia","CPNCU","Current prices in NCU","2013","2013","EUR","Euro","0","units",,,12199,,
"EST","Estonia","CPNCU","Current prices in NCU","2014","2014","EUR","Euro","0","units",,,13331,,
"AUS","Australia","CNPNCU","2014 constant prices and NCU","2010","2010","AUD","Australian Dollar","0","units","2014","2014",76763,,
"AUS","Australia","CNPNCU","2014 constant prices and NCU","2011","2011","AUD","Australian Dollar","0","units","2014","2014",78987,,
"AUS","Australia","CNPNCU","2014 constant prices and NCU","2012","2012","AUD","Australian Dollar","0","units","2014","2014",79069,,
"AUS","Australia","CNPNCU","2014 constant prices and NCU","2013","2013","AUD","Australian Dollar","0","units","2014","2014",77775,,
"AUS","Australia","CNPNCU","2014 constant prices and NCU","2014","2014","AUD","Australian Dollar","0","units","2014","2014",77433,,
"AUT","Austria","CNPNCU","2014 constant prices and NCU","2010","2010","EUR","Euro","0","units","2014","2014",39979,,
"AUT","Austria","CNPNCU","2014 constant prices and NCU","2011","2011","EUR","Euro","0","units","2014","2014",39515,,
"AUT","Austria","CNPNCU","2014 constant prices and NCU","2012","2012","EUR","Euro","0","units","2014","2014",39766,,
"AUT","Austria","CNPNCU","2014 constant prices and NCU","2013","2013","EUR","Euro","0","units","2014","2014",39702,,
"AUT","Austria","CNPNCU","2014 constant prices and NCU","2014","2014","EUR","Euro","0","units","2014","2014",39988,,
"BEL","Belgium","CNPNCU","2014 constant prices and NCU","2010","2010","EUR","Euro","0","units","2014","2014",41893,,
"BEL","Belgium","CNPNCU","2014 constant prices and NCU","2011","2011","EUR","Euro","0","units","2014","2014",42040,,
"BEL","Belgium","CNPNCU","2014 constant prices and NCU","2012","2012","EUR","Euro","0","units","2014","2014",42362,,
"BEL","Belgium","CNPNCU","2014 constant prices and NCU","2013","2013","EUR","Euro","0","units","2014","2014",42735,,
"BEL","Belgium","CNPNCU","2014 constant prices and NCU","2014","2014","EUR","Euro","0","units","2014","2014",42727,,
"CAN","Canada","CNPNCU","2014 constant prices and NCU","2010","2010","CAD","Canadian Dollar","0","units","2014","2014",58534,,
"CAN","Canada","CNPNCU","2014 constant prices and NCU","2011","2011","CAD","Canadian Dollar","0","units","2014","2014",59431,,
"CAN","Canada","CNPNCU","2014 constant prices and NCU","2012","2012","CAD","Canadian Dollar","0","units","2014","2014",60785,,
"CAN","Canada","CNPNCU","2014 constant prices and NCU","2013","2013","CAD","Canadian Dollar","0","units","2014","2014",61941,,
"CAN","Canada","CNPNCU","2014 constant prices and NCU","2014","2014","CAD","Canadian Dollar","0","units","2014","2014",62420,,
"CZE","Czech Republic","CNPNCU","2014 constant prices and NCU","2010","2010","CZK","Czech Koruna","0","units","2014","2014",307452,,
"CZE","Czech Republic","CNPNCU","2014 constant prices and NCU","2011","2011","CZK","Czech Koruna","0","units","2014","2014",310223,,
"CZE","Czech Republic","CNPNCU","2014 constant prices and NCU","2012","2012","CZK","Czech Koruna","0","units","2014","2014",307492,,
"CZE","Czech Republic","CNPNCU","2014 constant prices and NCU","2013","2013","CZK","Czech Koruna","0","units","2014","2014",302066,,
"CZE","Czech Republic","CNPNCU","2014 constant prices and NCU","2014","2014","CZK","Czech Koruna","0","units","2014","2014",309746,,
"DNK","Denmark","CNPNCU","2014 constant prices and NCU","2010","2010","DKK","Danish Krone","0","units","2014","2014",414734,,
"DNK","Denmark","CNPNCU","2014 constant prices and NCU","2011","2011","DKK","Danish Krone","0","units","2014","2014",411365,,
"DNK","Denmark","CNPNCU","2014 constant prices and NCU","2012","2012","DKK","Danish Krone","0","units","2014","2014",409085,,
"DNK","Denmark","CNPNCU","2014 constant prices and NCU","2013","2013","DKK","Danish Krone","0","units","2014","2014",407914,,
"DNK","Denmark","CNPNCU","2014 constant prices and NCU","2014","2014","DKK","Danish Krone","0","units","2014","2014",414843,,
"FIN","Finland","CNPNCU","2014 constant prices and NCU","2010","2010","EUR","Euro","0","units","2014","2014",40680,,
"FIN","Finland","CNPNCU","2014 constant prices and NCU","2011","2011","EUR","Euro","0","units","2014","2014",40820,,
"FIN","Finland","CNPNCU","2014 constant prices and NCU","2012","2012","EUR","Euro","0","units","2014","2014",40785,,
"FIN","Finland","CNPNCU","2014 constant prices and NCU","2013","2013","EUR","Euro","0","units","2014","2014",40554,,
"FIN","Finland","CNPNCU","2014 constant prices and NCU","2014","2014","EUR","Euro","0","units","2014","2014",40560,,
"FRA","France","CNPNCU","2014 constant prices and NCU","2010","2010","EUR","Euro","0","units","2014","2014",35378,,
"FRA","France","CNPNCU","2014 constant prices and NCU","2011","2011","EUR","Euro","0","units","2014","2014",35315,,
"FRA","France","CNPNCU","2014 constant prices and NCU","2012","2012","EUR","Euro","0","units","2014","2014",35563,,
"FRA","France","CNPNCU","2014 constant prices and NCU","2013","2013","EUR","Euro","0","units","2014","2014",35803,,
"FRA","France","CNPNCU","2014 constant prices and NCU","2014","2014","EUR","Euro","0","units","2014","2014",36066,,
"DEU","Germany","CNPNCU","2014 constant prices and NCU","2010","2010","EUR","Euro","0","units","2014","2014",34658,,
"DEU","Germany","CNPNCU","2014 constant prices and NCU","2011","2011","EUR","Euro","0","units","2014","2014",35301,,
"DEU","Germany","CNPNCU","2014 constant prices and NCU","2012","2012","EUR","Euro","0","units","2014","2014",35699,,
"DEU","Germany","CNPNCU","2014 constant prices and NCU","2013","2013","EUR","Euro","0","units","2014","2014",36059,,
"DEU","Germany","CNPNCU","2014 constant prices and NCU","2014","2014","EUR","Euro","0","units","2014","2014",36514,,
"GRC","Greece","CNPNCU","2014 constant prices and NCU","2010","2010","EUR","Euro","0","units","2014","2014",21028,,
"GRC","Greece","CNPNCU","2014 constant prices and NCU","2011","2011","EUR","Euro","0","units","2014","2014",20015,,
"GRC","Greece","CNPNCU","2014 constant prices and NCU","2012","2012","EUR","Euro","0","units","2014","2014",19211,,
"GRC","Greece","CNPNCU","2014 constant prices and NCU","2013","2013","EUR","Euro","0","units","2014","2014",18209,,
"GRC","Greece","CNPNCU","2014 constant prices and NCU","2014","2014","EUR","Euro","0","units","2014","2014",18411,,
"HUN","Hungary","CNPNCU","2014 constant prices and NCU","2010","2010","HUF","Forint","0","units","2014","2014",3173131,,
"HUN","Hungary","CNPNCU","2014 constant prices and NCU","2011","2011","HUF","Forint","0","units","2014","2014",3176815,,
"HUN","Hungary","CNPNCU","2014 constant prices and NCU","2012","2012","HUF","Forint","0","units","2014","2014",3065105,,
"HUN","Hungary","CNPNCU","2014 constant prices and NCU","2013","2013","HUF","Forint","0","units","2014","2014",3039227,,
"HUN","Hungary","CNPNCU","2014 constant prices and NCU","2014","2014","HUF","Forint","0","units","2014","2014",3092015,,
"IRL","Ireland","CNPNCU","2014 constant prices and NCU","2010","2010","EUR","Euro","0","units","2014","2014",51226,,
"IRL","Ireland","CNPNCU","2014 constant prices and NCU","2011","2011","EUR","Euro","0","units","2014","2014",50710,,
"IRL","Ireland","CNPNCU","2014 constant prices and NCU","2012","2012","EUR","Euro","0","units","2014","2014",50543,,
"IRL","Ireland","CNPNCU","2014 constant prices and NCU","2013","2013","EUR","Euro","0","units","2014","2014",50501,,
"IRL","Ireland","CNPNCU","2014 constant prices and NCU","2014","2014","EUR","Euro","0","units","2014","2014",51158,,
"ITA","Italy","CNPNCU","2014 constant prices and NCU","2010","2010","EUR","Euro","0","units","2014","2014",29887,,
"ITA","Italy","CNPNCU","2014 constant prices and NCU","2011","2011","EUR","Euro","0","units","2014","2014",29432,,
"ITA","Italy","CNPNCU","2014 constant prices and NCU","2012","2012","EUR","Euro","0","units","2014","2014",28521,,
"ITA","Italy","CNPNCU","2014 constant prices and NCU","2013","2013","EUR","Euro","0","units","2014","2014",28509,,
"ITA","Italy","CNPNCU","2014 constant prices and NCU","2014","2014","EUR","Euro","0","units","2014","2014",28730,,
"JPN","Japan","CNPNCU","2014 constant prices and NCU","2010","2010","JPY","Yen","0","units","2014","2014",4020232,,
"JPN","Japan","CNPNCU","2014 constant prices and NCU","2011","2011","JPY","Yen","0","units","2014","2014",4120306,,
"JPN","Japan","CNPNCU","2014 constant prices and NCU","2012","2012","JPY","Yen","0","units","2014","2014",4069716,,
"JPN","Japan","CNPNCU","2014 constant prices and NCU","2013","2013","JPY","Yen","0","units","2014","2014",4090511,,
"JPN","Japan","CNPNCU","2014 constant prices and NCU","2014","2014","JPY","Yen","0","units","2014","2014",3999790,,
"KOR","Korea","CNPNCU","2014 constant prices and NCU","2010","2010","KRW","Won","0","units","2014","2014",32849556,,
"KOR","Korea","CNPNCU","2014 constant prices and NCU","2011","2011","KRW","Won","0","units","2014","2014",33251988,,
"KOR","Korea","CNPNCU","2014 constant prices and NCU","2012","2012","KRW","Won","0","units","2014","2014",32791200,,
"KOR","Korea","CNPNCU","2014 constant prices and NCU","2013","2013","KRW","Won","0","units","2014","2014",33267490,,
"KOR","Korea","CNPNCU","2014 constant prices and NCU","2014","2014","KRW","Won","0","units","2014","2014",33226324,,
"LUX","Luxembourg","CNPNCU","2014 constant prices and NCU","2010","2010","EUR","Euro","0","units","2014","2014",57682,,
"LUX","Luxembourg","CNPNCU","2014 constant prices and NCU","2011","2011","EUR","Euro","0","units","2014","2014",57243,,
"LUX","Luxembourg","CNPNCU","2014 constant prices and NCU","2012","2012","EUR","Euro","0","units","2014","2014",56846,,
"LUX","Luxembourg","CNPNCU","2014 constant prices and NCU","2013","2013","EUR","Euro","0","units","2014","2014",58682,,
"LUX","Luxembourg","CNPNCU","2014 constant prices and NCU","2014","2014","EUR","Euro","0","units","2014","2014",59946,,
"NLD","Netherlands","CNPNCU","2014 constant prices and NCU","2010","2010","EUR","Euro","0","units","2014","2014",45756,,
"NLD","Netherlands","CNPNCU","2014 constant prices and NCU","2011","2011","EUR","Euro","0","units","2014","2014",45502,,
"NLD","Netherlands","CNPNCU","2014 constant prices and NCU","2012","2012","EUR","Euro","0","units","2014","2014",45795,,
"NLD","Netherlands","CNPNCU","2014 constant prices and NCU","2013","2013","EUR","Euro","0","units","2014","2014",45976,,
"NLD","Netherlands","CNPNCU","2014 constant prices and NCU","2014","2014","EUR","Euro","0","units","2014","2014",45659,,
"NOR","Norway","CNPNCU","2014 constant prices and NCU","2010","2010","NOK","Norwegian Krone","0","units","2014","2014",472034,,
"NOR","Norway","CNPNCU","2014 constant prices and NCU","2011","2011","NOK","Norwegian Krone","0","units","2014","2014",488135,,
"NOR","Norway","CNPNCU","2014 constant prices and NCU","2012","2012","NOK","Norwegian Krone","0","units","2014","2014",501324,,
"NOR","Norway","CNPNCU","2014 constant prices and NCU","2013","2013","NOK","Norwegian Krone","0","units","2014","2014",507690,,
"NOR","Norway","CNPNCU","2014 constant prices and NCU","2014","2014","NOK","Norwegian Krone","0","units","2014","2014",510371,,
"POL","Poland","CNPNCU","2014 constant prices and NCU","2010","2010","PLN","Zloty","0","units","2014","2014",43976,,
"POL","Poland","CNPNCU","2014 constant prices and NCU","2011","2011","PLN","Zloty","0","units","2014","2014",44053,,
"POL","Poland","CNPNCU","2014 constant prices and NCU","2012","2012","PLN","Zloty","0","units","2014","2014",43652,,
"POL","Poland","CNPNCU","2014 constant prices and NCU","2013","2013","PLN","Zloty","0","units","2014","2014",44465,,
"POL","Poland","CNPNCU","2014 constant prices and NCU","2014","2014","PLN","Zloty","0","units","2014","2014",44613,,
"PRT","Portugal","CNPNCU","2014 constant prices and NCU","2010","2010","EUR","Euro","0","units","2014","2014",16786,,
"PRT","Portugal","CNPNCU","2014 constant prices and NCU","2011","2011","EUR","Euro","0","units","2014","2014",16280,,
"PRT","Portugal","CNPNCU","2014 constant prices and NCU","2012","2012","EUR","Euro","0","units","2014","2014",15662,,
"PRT","Portugal","CNPNCU","2014 constant prices and NCU","2013","2013","EUR","Euro","0","units","2014","2014",16031,,
"PRT","Portugal","CNPNCU","2014 constant prices and NCU","2014","2014","EUR","Euro","0","units","2014","2014",15686,,
"SVK","Slovak Republic","CNPNCU","2014 constant prices and NCU","2010","2010","EUR","Euro","0","units","2014","2014",11801,,
"SVK","Slovak Republic","CNPNCU","2014 constant prices and NCU","2011","2011","EUR","Euro","0","units","2014","2014",11696,,
"SVK","Slovak Republic","CNPNCU","2014 constant prices and NCU","2012","2012","EUR","Euro","0","units","2014","2014",11566,,
"SVK","Slovak Republic","CNPNCU","2014 constant prices and NCU","2013","2013","EUR","Euro","0","units","2014","2014",11654,,
"SVK","Slovak Republic","CNPNCU","2014 constant prices and NCU","2014","2014","EUR","Euro","0","units","2014","2014",12220,,
"ESP","Spain","CNPNCU","2014 constant prices and NCU","2010","2010","EUR","Euro","0","units","2014","2014",28152,,
"ESP","Spain","CNPNCU","2014 constant prices and NCU","2011","2011","EUR","Euro","0","units","2014","2014",27604,,
"ESP","Spain","CNPNCU","2014 constant prices and NCU","2012","2012","EUR","Euro","0","units","2014","2014",26870,,
"ESP","Spain","CNPNCU","2014 constant prices and NCU","2013","2013","EUR","Euro","0","units","2014","2014",27004,,
